filename,spec_centroid,spec_rolloff,spec_bandwidth,rmse,chroma,tempogram,max_amplitude,min_amplitude,mean_amplitude,standard_deviation,variance,skew,kurtosis,zero_crossing_rate,quantiles_10,quantiles_25,quantiles_50,quantiles_75,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,label
test.wav,906.1523711154064,1821.748860677084,1776.222100041747,0.03605124,0.6518556,0.087105389869615,1.0120267,-1.016979,0.0009368034,0.06950963,0.004831589,-2.570549472174507,37.37148163265329,1475,-0.0321773458272218,-0.0079007020685821,-0.0001076989792636,0.0069568516919389,46.418896,18.372717,18.949047,16.78193,15.077107,9.636464,6.9628367,6.9171,8.005937,6.7986703,7.670045,6.474695,5.8199577,5.2781396,5.8901253,5.4966083,5.8022823,6.6282134,5.592276,
test.wav,906.1523711154064,1821.748860677084,1776.222100041747,0.03605124,0.6518556,0.087105389869615,1.0120267,-1.016979,0.0009368034,0.06950963,0.004831589,-2.570549472174507,37.37148163265329,1475,-0.0321773458272218,-0.0079007020685821,-0.0001076989792636,0.0069568516919389,46.418896,18.372717,18.949047,16.78193,15.077107,9.636464,6.9628367,6.9171,8.005937,6.7986703,7.670045,6.474695,5.8199577,5.2781396,5.8901253,5.4966083,5.8022823,6.6282134,5.592276,
test.wav,906.1523711154064,1821.748860677084,1776.222100041747,0.03605124,0.6518556,0.087105389869615,1.0120267,-1.016979,0.0009368034,0.06950963,0.004831589,-2.570549472174507,37.37148163265329,1475,-0.0321773458272218,-0.0079007020685821,-0.0001076989792636,0.0069568516919389,46.418896,18.372717,18.949047,16.78193,15.077107,9.636464,6.9628367,6.9171,8.005937,6.7986703,7.670045,6.474695,5.8199577,5.2781396,5.8901253,5.4966083,5.8022823,6.6282134,5.592276,
test.wav,906.1523711154064,1821.748860677084,1776.222100041747,0.0360512398183345,0.6518555879592896,0.087105389869615,1.0120266675949097,-1.0169789791107178,0.000936803407967,0.069509632885456,0.0048315888270735,-2.570549472174507,37.37148163265329,1475,-0.0321773458272218,-0.0079007020685821,-0.0001076989792636,0.0069568516919389,46.41889572143555,18.372716903686523,18.949047088623047,16.781930923461914,15.077107429504396,9.63646411895752,6.962836742401123,6.917099952697754,8.005936622619629,6.798670291900635,7.670044898986816,6.474695205688477,5.819957733154297,5.278139591217041,5.890125274658203,5.496608257293701,5.802282333374023,6.628213405609131,5.592276096343994,
test.wav,906.1523711154064,1821.748860677084,1776.222100041747,0.0360512398183345,0.6518555879592896,0.087105389869615,1.0120266675949097,-1.0169789791107178,0.000936803407967,0.069509632885456,0.0048315888270735,-2.570549472174507,37.37148163265329,1475,-0.0321773458272218,-0.0079007020685821,-0.0001076989792636,0.0069568516919389,46.41889572143555,18.372716903686523,18.949047088623047,16.781930923461914,15.077107429504396,9.63646411895752,6.962836742401123,6.917099952697754,8.005936622619629,6.798670291900635,7.670044898986816,6.474695205688477,5.819957733154297,5.278139591217041,5.890125274658203,5.496608257293701,5.802282333374023,6.628213405609131,5.592276096343994,
test.wav,906.1523711154064,1821.748860677084,1776.222100041747,0.0360512398183345,0.6518555879592896,0.087105389869615,1.0120266675949097,-1.0169789791107178,0.000936803407967,0.069509632885456,0.0048315888270735,-2.570549472174507,37.37148163265329,1475,-0.0321773458272218,-0.0079007020685821,-0.0001076989792636,0.0069568516919389,46.41889572143555,18.372716903686523,18.949047088623047,16.781930923461914,15.077107429504396,9.63646411895752,6.962836742401123,6.917099952697754,8.005936622619629,6.798670291900635,7.670044898986816,6.474695205688477,5.819957733154297,5.278139591217041,5.890125274658203,5.496608257293701,5.802282333374023,6.628213405609131,5.592276096343994,
test.wav,906.1523711154064,1821.7488606770837,1776.222100041747,0.0360512398183345,0.6518555879592896,0.087105389869615,1.0120266675949097,-1.0169789791107178,0.000936803407967,0.069509632885456,0.0048315888270735,-2.570549472174507,37.37148163265329,1475,-0.0321773458272218,-0.0079007020685821,-0.0001076989792636,0.0069568516919389,46.41889572143555,18.372716903686523,18.949047088623047,16.781930923461914,15.077107429504396,9.63646411895752,6.962836742401123,6.917099952697754,8.005936622619629,6.798670291900635,7.670044898986816,6.474695205688477,5.819957733154297,5.278139591217041,5.890125274658203,5.496608257293701,5.802282333374023,6.628213405609131,5.592276096343994,
test.wav,906.1523711154064,1821.7488606770833,1776.2221000417467,0.03605123981833458,0.6518555879592896,0.08710538986961508,1.0120266675949097,-1.0169789791107178,0.0009368034079670906,0.06950963288545609,0.004831588827073574,-2.570549472174507,37.37148163265329,1475,-0.032177345827221863,-0.007900702068582177,-0.00010769897926365957,0.006956851691938937,46.41889572143555,18.372716903686523,18.949047088623047,16.781930923461914,15.077107429504395,9.63646411895752,6.962836742401123,6.917099952697754,8.005936622619629,6.798670291900635,7.670044898986816,6.474695205688477,5.819957733154297,5.278139591217041,5.890125274658203,5.496608257293701,5.802282333374023,6.628213405609131,5.592276096343994,
test.wav,906.1523711154064,1821.7488606770833,1776.2221000417467,0.03605123981833458,0.6518555879592896,0.08710538986961508,1.0120266675949097,-1.0169789791107178,0.0009368034079670906,0.06950963288545609,0.004831588827073574,-2.570549472174507,37.37148163265329,1475,-0.032177345827221863,-0.007900702068582177,-0.00010769897926365957,0.006956851691938937,46.41889572143555,18.372716903686523,18.949047088623047,16.781930923461914,15.077107429504395,9.63646411895752,6.962836742401123,6.917099952697754,8.005936622619629,6.798670291900635,7.670044898986816,6.474695205688477,5.819957733154297,5.278139591217041,5.890125274658203,5.496608257293701,5.802282333374023,6.628213405609131,5.592276096343994,
test.wav,906.1523711154064,1821.7488606770833,1776.2221000417467,0.03605123981833458,0.6518555879592896,0.08710538986961508,1.0120266675949097,-1.0169789791107178,0.0009368034079670906,0.06950963288545609,0.004831588827073574,-2.570549472174507,37.37148163265329,1475,-0.032177345827221863,-0.007900702068582177,-0.00010769897926365957,0.006956851691938937,46.41889572143555,18.372716903686523,18.949047088623047,16.781930923461914,15.077107429504395,9.63646411895752,6.962836742401123,6.917099952697754,8.005936622619629,6.798670291900635,7.670044898986816,6.474695205688477,5.819957733154297,5.278139591217041,5.890125274658203,5.496608257293701,5.802282333374023,6.628213405609131,5.592276096343994,
