filename,location_id,device_id,user_id,coordinate_x,coordinate_y,coordinate_z,direction,spec_centroid,spec_rolloff,spec_bandwidth,rmse,chroma,tempogram,max_amplitude,min_amplitude,mean_amplitude,standard_deviation,variance,skew,kurtosis,zero_crossing_rate,quantiles_10,quantiles_25,quantiles_50,quantiles_75,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,tof_mean_(peripheral_0),tof_mean_(peripheral_1),tof_mean_(peripheral_2),tof_min_(peripheral_0),tof_min_(peripheral_1),tof_min_(peripheral_2),tof_max_(peripheral_0),tof_max_(peripheral_1),tof_max_(peripheral_2),tof_std_(peripheral_0),tof_std_(peripheral_1),tof_std_(peripheral_2),tof_var_(peripheral_0),tof_var_(peripheral_1),tof_var_(peripheral_2),rssi_mean_(peripheral_0),rssi_mean_(peripheral_1),rssi_mean_(peripheral_2),rssi_min_(peripheral_0),rssi_min_(peripheral_1),rssi_min_(peripheral_2),rssi_max_(peripheral_0),rssi_max_(peripheral_1),rssi_max_(peripheral_2),rssi_std_(peripheral_0),rssi_std_(peripheral_1),rssi_std_(peripheral_2),rssi_var_(peripheral_0),rssi_var_(peripheral_1),rssi_var_(peripheral_2),pde_mean_(peripheral_0),pde_mean_(peripheral_1),pde_mean_(peripheral_2),pde_min_(peripheral_0),pde_min_(peripheral_1),pde_min_(peripheral_2),pde_max_(peripheral_0),pde_max_(peripheral_1),pde_max_(peripheral_2),pde_std_(peripheral_0),pde_std_(peripheral_1),pde_std_(peripheral_2),pde_var_(peripheral_0),pde_var_(peripheral_1),pde_var_(peripheral_2)
record_0002.wav,Arena,5817,user_01,2.34,1.12,-0.76,SW,1958.12590894473,4902.53061147837,2630.44571891123,0.010328225,0.4088895,0.145214650847117,0.14917006,-0.14693978,4.8305872e-05,0.015821325,0.00025031433,0.186881351536141,18.3463973946344,4189,-0.008638584055007,-0.00452228798531,-0.000276528196991,0.004287402145565,111.437065,8.662999,5.8822064,14.795986,19.107582,1.020216,3.1961365,-1.5502802,9.807347,-2.836562,7.152201,-6.436198,2.482722,-6.6398873,6.2046185,-6.033481,7.652837,-2.1123867,6.9010725,919.634285714286,866.061428571429,812.493333333333,812.49,687.49,687.49,1062.5,937.49,1062.5,79.8621261670284,91.0539198855855,176.781409341845,6377.95919591837,8290.81632653061,31251.6666888889,-59.0,-52.2857142857143,-58.0,-66.0,-55.0,-62.0,-54.0,-49.0,-53.0,3.92792202424786,2.18529407725405,3.74165738677394,15.4285714285714,4.77551020408163,14.0,1214.0,1120.0,651.666666666667,655.0,654.0,651.0,1308.0,1307.0,652.0,228.211055197345,294.724568756274,0.471404520791032,52080.2857142857,86862.5714285714,0.222222222222222
record_0003.wav,Arena,5817,user_01,2.05,1.88,-0.66,W,1920.77923631016,4813.41627854567,2574.86733091703,0.011440851725638,0.386155426502228,0.146707556927477,0.216593578457832,-0.157978594303131,3.33469615725335e-05,0.01779724098742,0.000316741759889,0.530578570261868,17.0815450043522,3764,-0.009229908697307,-0.004697397002019,-0.000429075967986,0.004513177322224,112.060890197754,5.97844171524048,7.59236001968384,13.2795724868774,18.0646743774414,3.37859177589416,2.41825413703918,-1.0888854265213,11.8309555053711,-5.03016090393066,5.59488391876221,-6.5219841003418,2.29027318954468,-5.30438709259033,4.59902048110962,-5.5760440826416,5.90144681930542,-1.19818234443665,9.86700534820557,1012.498,982.945454545454,787.49,812.49,687.49,687.49,1062.5,1562.49,937.49,100.004,239.985665911477,93.5414346693485,10000.800016,57593.1198429752,8750.0,-56.0,-54.7272727272727,-53.4,-63.0,-67.0,-60.0,-52.0,-50.0,-47.0,3.89871773792358,5.59368002287824,4.84148737476408,15.2,31.2892561983471,23.44,1176.2,1188.54545454545,651.6,655.0,653.0,651.0,1307.0,1965.0,652.0,260.600383729572,376.4857509404,0.489897948556636,67912.56,141741.520661157,0.24
record_0004.wav,Arena,5817,user_01,1.97,2.2,-0.52,N,1892.54907461605,4721.40324519231,2550.0169584374,0.010256440378726,0.418463170528412,0.170665769883398,0.142996326088905,-0.130222201347351,-0.000323304877384,0.015132363885641,0.000228988428717,0.290685066043,12.4667841201544,3817,-0.009202232118696,-0.004763929988258,-0.000595357094426,0.004075057338923,112.791961669922,5.24573612213135,7.16675472259522,14.3895301818848,19.7764263153076,2.84094381332397,3.31960272789001,-0.718950569629669,11.563286781311,-5.25866794586182,7.30652809143066,-5.93710470199585,2.34081101417541,-5.30481910705566,5.36014986038208,-4.74463319778442,7.31106185913086,-2.1599850654602,8.87227630615234,949.995,921.86625,866.061428571429,437.49,812.49,812.49,1187.5,1062.5,937.49,226.733599241489,74.9372133751816,61.8589574131742,51408.125025,5615.5859484375,3826.5306122449,-58.1,-55.25,-53.1428571428572,-69.0,-62.0,-58.0,-48.0,-47.0,-50.0,6.25219961293624,4.71036092035419,3.04389653609465,39.09,22.1875,9.26530612244898,1241.7,1143.375,651.428571428571,654.0,653.0,651.0,1308.0,1308.0,653.0,195.901020926385,282.830752173451,0.728431359084683,38377.21,79993.234375,0.530612244897959
record_0005.wav,Arena,5817,user_01,3.24,2.46,-0.65,SW,1873.18149083004,4707.5723031851,2549.83388488235,0.009964780882001,0.473229110240936,0.158198827283236,0.127319023013115,-0.137799128890038,-4.6777211537119e-05,0.014045662246644,0.000197280634893,-0.194494195279438,14.5892709333046,3971,-0.009417335037142,-0.004522225586697,-7.54861030145548e-05,0.004628270165995,112.622512817383,5.94104385375977,9.10443496704102,13.4444246292114,20.2232475280762,3.17944049835205,5.27485466003418,-1.21326899528503,11.2968339920044,-4.1083517074585,7.39801788330078,-6.18049144744873,2.92952585220337,-6.3005576133728,3.8885760307312,-5.24241924285889,8.77298450469971,-1.30506992340088,10.4522361755371,895.826666666667,812.491818181818,912.492,812.49,562.5,687.49,1062.5,1062.5,1062.5,117.855844242966,130.558242023744,122.476936669726,13890.0000222222,17045.4545603306,15000.600016,-47.3333333333333,-54.1818181818182,-53.4,-50.0,-61.0,-59.0,-45.0,-51.0,-50.0,2.05480466765633,2.85460335783774,3.55527776692624,4.22222222222222,8.14876033057851,12.64,1308.0,1129.09090909091,913.4,1308.0,653.0,651.0,1308.0,1308.0,1962.0,0.0,290.933436481285,524.300143047854,0.0,84642.2644628099,274890.64
record_0006.wav,Arena,5817,user_01,1.8,1.77,-0.99,SW,1910.23093064691,4755.02817007212,2546.39371315715,0.010015769861639,0.404154121875763,0.16113431571839,0.155960068106651,-0.161664217710495,-0.000162719632499,0.014509382657707,0.000210522179259,-0.225745455930311,15.5770919347011,4062,-0.008972697425634,-0.004555017803796,-0.000413116213167,0.004294287180528,112.40837097168,3.5274395942688,7.80423593521118,14.4674396514893,21.1341800689697,3.90457439422607,4.78475713729858,-1.81822919845581,10.1786432266235,-4.33171129226685,7.14342594146729,-6.72553253173828,2.59110283851624,-5.8785891532898,3.87912511825562,-5.78322744369507,8.49908638000488,-2.08452463150024,9.34425735473633,937.4925,859.365,1046.87,812.49,812.49,937.49,1187.5,937.49,1250.0,114.11251765436,60.5153647844909,127.900413017316,13021.6666854167,3662.109375,16358.51565,-52.4166666666667,-52.25,-53.75,-64.0,-57.0,-58.0,-45.0,-49.0,-50.0,4.92372374890748,2.8613807855649,3.03108891324554,24.2430555555555,8.1875,9.1875,1253.08333333333,1388.5,651.5,655.0,1306.0,651.0,1965.0,1962.0,652.0,322.528153379239,216.763696222407,0.5,104024.409722222,46986.5,0.25
record_0007.wav,Arena,5817,user_01,2.0,1.66,-0.53,W,1924.51657439223,4816.06651893029,2564.11057801649,0.009629376232624,0.411166816949844,0.147279170034671,0.138120770454407,-0.132367670536041,2.58174022746971e-05,0.013977330178022,0.000195365748368,-0.060594420760003,15.839449180709,4022,-0.008307004068047,-0.004199728951789,-0.000249541757512,0.004323696834035,111.910614013672,5.82926225662231,6.41896820068359,13.6956300735474,21.0731887817383,2.5206835269928,4.4919548034668,-1.67644369602203,11.8516159057617,-3.74930763244629,6.48349332809448,-6.9559211730957,1.3490823507309,-7.03604650497437,4.96847009658814,-5.19814729690552,7.13491296768189,-0.884841620922089,10.5074520111084,937.493333333333,1004.79846153846,874.9925,687.49,687.49,812.49,1062.5,1687.49,1062.5,125.003333377777,304.672828705612,108.257505600074,15625.8333555556,92825.5325514793,11719.68751875,-54.0,-56.2307692307692,-53.25,-64.0,-73.0,-65.0,-47.0,-50.0,-47.0,5.41602560309064,7.19138208770477,6.94172168845741,29.3333333333333,51.715976331361,48.1875,1198.33333333333,1206.76923076923,651.75,654.0,653.0,651.0,1308.0,1308.0,652.0,243.433541010455,235.915615241537,0.433012701892219,59259.8888888889,55656.1775147929,0.1875
record_0008.wav,Arena,5817,user_01,2.06,1.9,-0.72,N,1852.08479089754,4594.44016676683,2475.29588240856,0.012285375036299,0.420546621084213,0.169202173891143,0.237432718276977,-0.266722530126572,-0.000349699985236,0.020364439114928,0.000414710404584,-0.318351090518538,25.0282678396289,3968,-0.009998318739235,-0.004971507820301,-0.000599873281317,0.004288611351512,114.515411376953,3.87677431106567,7.2646803855896,12.956976890564,19.4663429260254,5.46989679336548,2.95682191848755,-2.73262977600098,10.2671031951904,-3.28316497802734,7.26062870025635,-4.30760002136231,2.41727328300476,-5.23006057739258,2.47389698028564,-4.488037109375,6.91736221313477,-1.36060416698456,7.73399829864502,862.491,854.16,895.825555555556,437.49,687.49,812.49,1062.5,1062.5,1062.5,160.079355349152,155.906845477249,102.065701509818,25625.400009,24306.9444666667,10417.4074246914,-51.8,-52.6666666666667,-52.1111111111111,-63.0,-56.0,-54.0,-46.0,-51.0,-50.0,4.77074417675063,2.35702260395516,1.59474445493415,22.76,5.55555555555555,2.54320987654321,1241.9,871.0,724.222222222222,655.0,653.0,651.0,1308.0,1306.0,1308.0,195.634071674645,307.591720738167,206.397016439341,38272.69,94612.6666666667,42599.7283950617
record_0009.wav,Arena,5817,user_01,2.75,1.84,-0.51,E,1962.64976177719,4945.26573768029,2603.43495421355,0.011935048736632,0.396935999393463,0.135751305988876,0.166735857725143,-0.192094624042511,8.3725040894933e-05,0.018727207556367,0.000350708316546,-0.458571176686401,16.2561792991638,4048,-0.00877692932263,-0.004339552251622,-5.06390679220203e-05,0.004814108717255,109.737167358398,4.85358190536499,5.54842758178711,13.4151067733765,20.5506153106689,5.20309495925903,3.02560567855835,-1.95419704914093,10.6518926620483,-3.09175372123718,6.04277801513672,-5.46141338348389,3.34816837310791,-7.49411249160767,5.10748672485352,-6.57289218902588,7.02266597747803,-3.00093698501587,7.85795736312866,937.492222222222,830.347142857143,862.49,812.49,687.49,812.49,1062.5,937.49,937.49,83.3366667037022,79.8595706249925,61.2372435695795,6945.00001728395,6377.55102040816,3750.0,-55.8888888888889,-53.8571428571428,-49.8,-59.0,-62.0,-54.0,-54.0,-50.0,-46.0,1.85259244450367,3.75798469656169,2.85657137141714,3.4320987654321,14.1224489795918,8.16,1307.0,1120.71428571429,651.6,1306.0,654.0,651.0,1308.0,1308.0,652.0,0.666666666666667,295.176806234459,0.489897948556636,0.444444444444444,87129.3469387755,0.24
record_0010.wav,Arena,5817,user_01,4.41,3.53,-0.65,E,1949.44187552626,4882.32252854567,2595.85845939431,0.010378420352936,0.409979432821274,0.150915279956028,0.141532331705093,-0.14955061674118,-2.56412349699531e-05,0.015285125002265,0.000233635058976,-0.219916344334277,14.3155073866621,3919,-0.008710374776274,-0.004450185224414,-0.00026452804741,0.004525063326582,109.876220703125,5.19165277481079,6.67825269699097,15.1587677001953,21.3402080535889,3.26458978652954,3.75261521339416,-1.23113286495209,12.1893682479858,-2.99648451805115,5.09104490280151,-5.69466972351074,3.60087370872498,-7.00486660003662,6.35368871688843,-6.63888216018677,6.87887048721314,0.276465147733688,8.58911514282227,999.9975,883.919285714286,895.823333333333,812.49,812.49,687.49,1062.5,1062.5,937.49,108.257505600074,77.8391198438242,93.1694990624913,11719.68751875,6058.92857806122,8680.55555555556,-58.0,-54.2142857142857,-47.8333333333333,-62.0,-61.0,-53.0,-53.0,-50.0,-45.0,3.39116499156263,2.98037800643215,3.07769755210323,11.5,8.88265306122449,9.47222222222222,1143.75,1073.92857142857,651.333333333333,655.0,654.0,651.0,1307.0,1308.0,652.0,282.180239386106,312.996682840869,0.471404520791032,79625.6875,97966.9234693878,0.222222222222222
record_0011.wav,Arena,5817,user_01,4.28,3.75,0.36,NE,1927.25799764525,4809.35809795673,2540.87080494544,0.012358762323856,0.394974529743195,0.145284942441205,0.208787307143211,-0.188419356942177,5.43568057764787e-06,0.020148377865553,0.000405957136536,0.248871494550408,18.3118971715127,3885,-0.009240541979671,-0.004622595617548,-0.000361192069249,0.004395453608595,109.918632507324,2.98329257965088,9.17244243621826,14.7868423461914,17.9786548614502,4.48177146911621,3.97544002532959,-1.73898136615753,9.06969356536865,-1.52326810359955,4.83459329605103,-5.33310270309448,2.60135078430176,-5.86235952377319,3.38766765594482,-4.6487512588501,6.75674962997437,-1.78382742404938,7.36584758758545,926.129090909091,830.348571428571,887.49,812.49,562.5,812.49,1062.5,937.49,937.49,99.0696391850927,123.714821889303,61.2372435695795,9814.79340826446,15305.357155102,3750.0,-55.4545454545455,-52.5714285714286,-47.8,-73.0,-56.0,-52.0,-44.0,-45.0,-46.0,6.94607327087021,3.88613443106727,2.22710574513201,48.2479338842975,15.1020408163265,4.96,1248.27272727273,1214.0,652.2,655.0,654.0,651.0,1965.0,1308.0,654.0,336.457235134542,228.620084107112,1.16619037896906,113203.47107438,52267.1428571429,1.36
